n,00
i,02
t,10
 ,21
u,010
c,011
d,012
g,111
a,112
l,120
r,200
h,201
s,202
e,221
o,222
z,1100
m,1102
",",1210
k,1211
"
",1212
f,1221
p,1222
w,2200
y,2201
M,11010
S,11011
V,11012
W,12200
.,12202
b,22020
q,22021
v,22022
,122010
A,122011
I,122012
